customer_id,first_name,second_name,gender,state,occupation,customer_segment,annual_income,recency,frequency,monetary,R,F,M,RFM_Score,segment
C02590,Pari,Gupta,Female,Karnataka,Freelancer,Retail,355138.6,228,9,28344.06,1,2,1,4,At Risk
C02591,Anika,Malhotra,Male,Gujarat,Student,Retail,180000.0,22,9,49718.38,4,2,2,8,Loyal
C02595,Sai,Verma,Male,Karnataka,Freelancer,Premium,871214.08,190,11,153668.5,1,3,4,8,Loyal
C02596,Pari,Desai,Female,Maharashtra,Self Employed,Retail,634431.9,4,21,128033.69,4,4,3,11,Champion
C02597,Myra,Mishra,Male,Kerala,Self Employed,Premium,471012.88,7,11,105278.89,4,3,3,10,Champion
C02598,Vihaan,Mishra,Female,Gujarat,Salaried,Corporate,1032989.41,68,12,67032.15,3,3,2,8,Loyal
C02599,Sara,Singh,Male,West Bengal,Retired,Premium,662986.91,79,11,100274.55,3,3,3,9,Loyal
C02600,Pooja,Desai,Male,West Bengal,Self Employed,Retail,652712.59,3,22,208152.24,4,4,4,12,Champion
C02602,Anaya,Gupta,Male,Maharashtra,Student,Wealth,1617463.74,20,5,9813.1,4,1,1,6,Potential Loyalist
C02603,Karan,Kulkarni,Female,Chandigarh,Freelancer,Retail,665000.04,132,20,89052.2,2,4,3,9,Loyal
C02604,Sai,Chopra,Male,Tamil Nadu,Business Owner,SME,1296836.41,28,8,53213.88,4,2,2,8,Loyal
C02606,Ishaan,Joshi,Female,Gujarat,Business Owner,SME,466958.67,261,10,37883.96,1,3,1,5,At Risk
C02607,Vihaan,Iyer,Female,Rajasthan,Freelancer,Premium,1370211.95,44,13,66334.48,3,3,2,8,Loyal
C02609,Riya,Patel,Female,Maharashtra,Freelancer,Retail,243827.87,82,10,107673.41,3,3,3,9,Loyal
C02611,Amit,Patel,Female,Chandigarh,Freelancer,Retail,488569.43,80,5,32684.8,3,1,1,5,At Risk
C02614,Anika,Mehta,Female,Chandigarh,Retired,Retail,356048.65,1,12,139766.24,4,3,4,11,Champion
C02615,Sneha,Kumar,Male,Gujarat,Student,Retail,246596.81,97,17,99456.87,2,4,3,9,Loyal
C02616,Reyansh,Singh,Male,Tamil Nadu,Retired,Retail,372119.18,35,4,53727.2,3,1,2,6,Potential Loyalist
C02617,Ira,Jain,Male,Maharashtra,Freelancer,Retail,359372.03,23,9,26711.49,4,2,1,7,Potential Loyalist
C02618,Kabir,Mehta,Male,Tamil Nadu,Student,SME,821642.5,130,6,38458.64,2,2,1,5,At Risk
C02621,Rahul,Agarwal,Male,Haryana,Self Employed,Premium,655333.18,65,5,67124.02,3,1,2,6,Potential Loyalist
C02622,Reyansh,Verma,Male,Maharashtra,Self Employed,Retail,939354.73,45,9,122766.66,3,2,3,8,Loyal
C02623,Kabir,Kapoor,Female,Tamil Nadu,Self Employed,Retail,429006.25,443,5,26956.78,1,1,1,3,Dormant
C02625,Krishna,Singh,Male,Madhya Pradesh,Freelancer,Retail,672784.19,99,6,41656.89,2,2,1,5,At Risk
C02626,Rahul,Desai,Male,Tamil Nadu,Self Employed,Retail,491304.45,12,17,146718.87,4,4,4,12,Champion
C02628,Vihaan,Iyer,Female,Tamil Nadu,Business Owner,Wealth,3185657.73,73,19,150958.78,3,4,4,11,Champion
C02630,Diya,Bansal,Male,Maharashtra,Business Owner,Retail,624834.92,102,12,141056.38,2,3,4,9,Loyal
C02631,Vivaan,Iyer,Female,Maharashtra,Retired,SME,483016.07,110,10,48591.44,2,3,2,7,Potential Loyalist
C02632,Neha,Bansal,Male,Gujarat,Retired,SME,345945.36,677,5,51692.06,1,1,2,4,At Risk
C02633,Pooja,Gupta,Male,Maharashtra,Freelancer,Retail,193399.46,417,9,45701.33,1,2,2,5,At Risk
C02634,Riya,Joshi,Male,Chandigarh,Business Owner,Retail,442800.8,313,7,38440.39,1,2,1,4,At Risk
C02635,Neha,Malhotra,Female,Karnataka,Salaried,Retail,370558.72,161,3,20132.13,2,1,1,4,At Risk
C02636,Aadhya,Iyer,Female,West Bengal,Retired,Wealth,1893429.18,7,22,162283.55,4,4,4,12,Champion
C02637,Aarav,Malhotra,Male,Haryana,Freelancer,Retail,562421.22,163,5,32539.27,2,1,1,4,At Risk
C02638,Aarav,Kulkarni,Male,Tamil Nadu,Freelancer,Retail,276375.68,308,7,32833.13,1,2,1,4,At Risk
C02639,Kabir,Kapoor,Female,Maharashtra,Salaried,Corporate,1021166.15,291,14,87136.34,1,3,3,7,Potential Loyalist
C02640,Krishna,Chopra,Female,Telangana,Business Owner,Retail,204911.17,24,33,287532.38,4,4,4,12,Champion
C02641,Priya,Malhotra,Female,Maharashtra,Student,Retail,391002.82,234,12,90328.9,1,3,3,7,Potential Loyalist
C02642,Diya,Chopra,Male,Karnataka,Business Owner,Retail,309258.37,261,5,84423.13,1,1,3,5,At Risk
C02643,Diya,Bansal,Female,Karnataka,Self Employed,Premium,336938.72,4,7,71588.42,4,2,2,8,Loyal
C02644,Sara,Malhotra,Female,Madhya Pradesh,Salaried,Retail,532560.06,338,5,53034.57,1,1,2,4,At Risk
C02645,Priya,Gupta,Male,Haryana,Business Owner,Retail,432892.38,184,3,33686.2,2,1,1,4,At Risk
C02646,Anaya,Nair,Male,Maharashtra,Retired,Retail,270109.42,77,38,296638.75,3,4,4,11,Champion
C02647,Sara,Chopra,Female,Maharashtra,Self Employed,SME,1309982.76,604,3,3952.92,1,1,1,3,Dormant
C02648,Sneha,Nair,Male,Madhya Pradesh,Retired,Retail,398903.72,25,3,117282.76,4,1,3,8,Loyal
C02649,Ishaan,Mishra,Male,Maharashtra,Salaried,Retail,324574.52,326,7,51272.04,1,2,2,5,At Risk
C02651,Sai,Singh,Female,Chandigarh,Self Employed,Retail,490105.71,51,5,35916.1,3,1,1,5,At Risk
C02653,Karan,Agarwal,Male,Karnataka,Retired,Premium,444101.78,303,8,71154.62,1,2,2,5,At Risk
C02654,Priya,Kumar,Male,Tamil Nadu,Retired,Retail,1195612.52,114,4,9077.99,2,1,1,4,At Risk
C02655,Pari,Malhotra,Female,Madhya Pradesh,Self Employed,Corporate,940349.63,745,3,9717.66,1,1,1,3,Dormant
C02657,Anika,Malhotra,Female,Maharashtra,Self Employed,Wealth,1645971.15,223,10,84954.48,1,3,3,7,Potential Loyalist
C02658,Aditya,Gupta,Male,Karnataka,Freelancer,Retail,363418.73,46,26,177761.15,3,4,4,11,Champion
C02659,Vihaan,Mishra,Male,Gujarat,Freelancer,Premium,490510.62,157,13,137933.74,2,3,4,9,Loyal
C02660,Aditya,Agarwal,Male,Gujarat,Salaried,Retail,362690.18,111,23,149240.29,2,4,4,10,Champion
C02664,Diya,Bansal,Male,Karnataka,Retired,Retail,367810.84,201,2,9882.47,1,1,1,3,Dormant
C02666,Sara,Mishra,Female,Telangana,Salaried,Retail,393249.07,50,9,178683.56,3,2,4,9,Loyal
C02668,Rahul,Chopra,Female,Uttar Pradesh,Salaried,Premium,896949.97,63,5,77840.91,3,1,2,6,Potential Loyalist
C02669,Aditya,Malhotra,Male,Gujarat,Business Owner,Retail,693182.18,7,10,74158.82,4,3,2,9,Loyal
C02670,Ishaan,Bansal,Male,Gujarat,Self Employed,SME,812851.68,51,4,56781.7,3,1,2,6,Potential Loyalist
C02671,Ishaan,Agarwal,Female,Uttar Pradesh,Student,SME,330508.92,71,8,113383.54,3,2,3,8,Loyal
C02673,Myra,Sharma,Male,Rajasthan,Student,Retail,918786.23,38,8,80085.4,3,2,2,7,Potential Loyalist
C02674,Reyansh,Verma,Female,Uttar Pradesh,Retired,Premium,636914.03,26,9,56944.06,4,2,2,8,Loyal
C02675,Vivaan,Reddy,Male,Karnataka,Self Employed,Premium,3412883.9,142,10,86264.71,2,3,3,8,Loyal
C02677,Neha,Iyer,Female,Uttar Pradesh,Self Employed,Retail,784309.75,47,11,119009.06,3,3,3,9,Loyal
C02681,Arjun,Jain,Female,West Bengal,Retired,Retail,1116208.66,73,8,51920.66,3,2,2,7,Potential Loyalist
C02682,Reyansh,Gupta,Female,Karnataka,Retired,Wealth,2408867.73,27,11,98255.65,4,3,3,10,Champion
C02683,Priya,Mehta,Female,Rajasthan,Student,Retail,470789.97,57,3,10394.95,3,1,1,5,At Risk
C02685,Aarav,Gupta,Female,Gujarat,Freelancer,SME,672311.18,78,27,205503.25,3,4,4,11,Champion
C02686,Krishna,Singh,Female,Tamil Nadu,Freelancer,SME,252145.31,42,25,235605.56,3,4,4,11,Champion
C02687,Riya,Verma,Female,Kerala,Salaried,Premium,489858.46,200,7,36615.73,1,2,1,4,At Risk
C02688,Pooja,Verma,Male,Haryana,Business Owner,Retail,1093094.46,28,11,137567.22,4,3,4,11,Champion
C02690,Reyansh,Agarwal,Female,Uttar Pradesh,Freelancer,Corporate,1005779.37,50,19,159220.92,3,4,4,11,Champion
C02692,Kabir,Mehta,Female,Telangana,Business Owner,Premium,1745390.63,20,18,134460.21,4,4,3,11,Champion
C02695,Reyansh,Iyer,Male,Gujarat,Student,Premium,949632.32,29,22,160576.18,4,4,4,12,Champion
C02696,Aditya,Kapoor,Male,Gujarat,Freelancer,Retail,239601.38,26,14,149117.36,4,3,4,11,Champion
C02698,Priya,Kumar,Male,Uttar Pradesh,Business Owner,Premium,946877.13,26,18,159528.12,4,4,4,12,Champion
C02699,Ayaan,Bansal,Female,Chandigarh,Retired,Retail,479067.49,77,19,189153.42,3,4,4,11,Champion
C02702,Neha,Singh,Male,Madhya Pradesh,Freelancer,Retail,1135120.98,57,14,106368.47,3,3,3,9,Loyal
C02703,Aadhya,Chopra,Male,Telangana,Self Employed,Retail,213920.91,380,5,84118.85,1,1,3,5,At Risk
C02704,Anaya,Desai,Female,Uttar Pradesh,Student,Retail,620924.3,1,15,282373.71,4,4,4,12,Champion
C02705,Pari,Singh,Female,Rajasthan,Freelancer,SME,474817.84,297,7,44280.19,1,2,2,5,At Risk
C02707,Anika,Nair,Male,Gujarat,Self Employed,Retail,245469.08,79,2,10574.62,3,1,1,5,At Risk
C02708,Krishna,Malhotra,Male,Maharashtra,Retired,Retail,483254.96,39,12,64099.34,3,3,2,8,Loyal
C02709,Reyansh,Patel,Male,Uttar Pradesh,Freelancer,SME,888582.24,125,9,43341.39,2,2,1,5,At Risk
C02710,Aarav,Jain,Male,Uttar Pradesh,Salaried,SME,650911.69,3,7,112093.89,4,2,3,9,Loyal
C02711,Rohan,Patel,Female,Chandigarh,Freelancer,Retail,468166.06,118,7,34402.88,2,2,1,5,At Risk
C02712,Anaya,Patel,Male,Haryana,Retired,Retail,1187604.23,305,8,61941.06,1,2,2,5,At Risk
C02713,Anika,Reddy,Male,Tamil Nadu,Self Employed,Premium,472567.88,113,17,223962.32,2,4,4,10,Champion
C02714,Vivaan,Singh,Male,Haryana,Salaried,Retail,280977.9,520,4,21375.64,1,1,1,3,Dormant
C02715,Myra,Iyer,Male,Uttar Pradesh,Retired,Retail,670192.03,24,9,65486.64,4,2,2,8,Loyal
C02716,Ayaan,Gupta,Female,Gujarat,Student,Wealth,4430916.36,175,5,26623.41,2,1,1,4,At Risk
C02717,Karan,Reddy,Male,Gujarat,Salaried,Premium,375698.99,257,7,75293.08,1,2,2,5,At Risk
C02718,Anaya,Malhotra,Male,Karnataka,Salaried,Premium,324000.0,652,2,6864.28,1,1,1,3,Dormant
C02719,Aarav,Mishra,Female,Karnataka,Retired,Retail,363853.58,80,35,263487.18,3,4,4,11,Champion
C02721,Myra,Nair,Male,Kerala,Business Owner,SME,363724.76,133,2,26084.87,2,1,1,4,At Risk
C02722,Pooja,Joshi,Female,Maharashtra,Salaried,Retail,180000.0,128,10,167839.28,2,3,4,9,Loyal
C02723,Kiara,Kumar,Female,Karnataka,Student,Retail,316368.59,50,6,35183.31,3,2,1,6,Potential Loyalist
C02726,Diya,Mishra,Male,Uttar Pradesh,Salaried,Wealth,2798111.85,58,14,99718.91,3,3,3,9,Loyal
C02727,Priya,Patel,Male,West Bengal,Freelancer,Retail,438103.63,183,13,90399.89,2,3,3,8,Loyal
C02728,Kiara,Singh,Female,Rajasthan,Business Owner,Retail,336201.15,587,5,44807.12,1,1,2,4,At Risk
C02729,Reyansh,Chopra,Female,Karnataka,Salaried,Retail,180000.0,68,18,168671.36,3,4,4,11,Champion
C02730,Ira,Kapoor,Male,Madhya Pradesh,Salaried,Retail,579137.51,418,5,49839.18,1,1,2,4,At Risk
C02732,Vivaan,Mehta,Male,Delhi,Retired,SME,474137.29,35,10,95023.1,3,3,3,9,Loyal
C02734,Ayaan,Verma,Male,Karnataka,Freelancer,Retail,497694.25,2,14,195086.32,4,3,4,11,Champion
C02736,Nisha,Kumar,Female,Telangana,Self Employed,SME,300904.13,8,13,100045.65,4,3,3,10,Champion
C02737,Pari,Gupta,Female,Tamil Nadu,Salaried,Retail,412383.97,439,3,7084.64,1,1,1,3,Dormant
C02738,Anaya,Kapoor,Male,Uttar Pradesh,Student,SME,305881.44,92,3,34319.31,2,1,1,4,At Risk
C02739,Karan,Jain,Female,Maharashtra,Student,SME,511225.12,248,8,62452.1,1,2,2,5,At Risk
C02740,Rahul,Joshi,Male,Kerala,Student,Retail,365897.42,152,17,218678.09,2,4,4,10,Champion
C02741,Rohan,Sharma,Male,Karnataka,Student,Wealth,1557578.91,67,7,74760.81,3,2,2,7,Potential Loyalist
C02742,Ira,Iyer,Female,Kerala,Salaried,Retail,180000.0,210,5,39784.12,1,1,1,3,Dormant
C02743,Rohan,Verma,Male,Uttar Pradesh,Self Employed,Premium,363755.27,826,3,6107.38,1,1,1,3,Dormant
C02744,Rohan,Iyer,Male,Delhi,Business Owner,Retail,417940.71,101,11,218628.32,2,3,4,9,Loyal
C02745,Aditya,Nair,Female,Rajasthan,Retired,Premium,501046.29,57,18,132007.23,3,4,3,10,Champion
C02746,Vivaan,Singh,Male,Maharashtra,Salaried,Retail,294278.31,192,9,146574.56,1,2,4,7,Potential Loyalist
C02747,Karan,Desai,Female,Karnataka,Student,Retail,813708.46,99,7,81948.3,2,2,3,7,Potential Loyalist
C02748,Kabir,Singh,Female,Karnataka,Freelancer,Premium,2165327.12,105,10,33064.06,2,3,1,6,Potential Loyalist
C02749,Sai,Singh,Male,Maharashtra,Freelancer,Retail,180000.0,122,11,54517.27,2,3,2,7,Potential Loyalist
C02751,Riya,Nair,Male,Tamil Nadu,Self Employed,Retail,439575.92,208,18,162730.37,1,4,4,9,Loyal
C02752,Krishna,Bansal,Male,Delhi,Salaried,Wealth,1590368.07,269,7,75211.9,1,2,2,5,At Risk
C02753,Rahul,Singh,Female,Haryana,Retired,Retail,552181.07,95,13,69658.35,2,3,2,7,Potential Loyalist
C02754,Rohan,Sharma,Female,Haryana,Salaried,Retail,180000.0,111,20,126952.95,2,4,3,9,Loyal
C02755,Aditya,Iyer,Male,Chandigarh,Self Employed,SME,401711.62,277,11,105115.96,1,3,3,7,Potential Loyalist
C02756,Kiara,Mishra,Female,Maharashtra,Self Employed,Retail,367299.38,243,8,69321.57,1,2,2,5,At Risk
C02758,Aditya,Kumar,Male,Haryana,Student,Premium,680261.9,103,20,173336.36,2,4,4,10,Champion
C02759,Krishna,Kumar,Female,Maharashtra,Salaried,Retail,573085.27,13,5,41655.38,4,1,1,6,Potential Loyalist
C02760,Sneha,Kumar,Male,Tamil Nadu,Salaried,Retail,629689.26,113,13,97942.09,2,3,3,8,Loyal
C02761,Aarav,Patel,Male,Uttar Pradesh,Student,Premium,2736328.64,63,9,92987.76,3,2,3,8,Loyal
C02762,Anaya,Singh,Female,Kerala,Student,Retail,379384.02,31,19,125528.94,4,4,3,11,Champion
C02763,Rahul,Reddy,Female,Maharashtra,Self Employed,Premium,361152.23,426,4,28625.03,1,1,1,3,Dormant
C02764,Krishna,Jain,Female,Telangana,Retired,Retail,407206.16,49,24,250255.07,3,4,4,11,Champion
C02765,Anaya,Jain,Female,Telangana,Student,SME,801864.38,32,8,92637.27,4,2,3,9,Loyal
C02766,Aadhya,Agarwal,Male,Gujarat,Retired,Retail,276018.74,76,17,96443.27,3,4,3,10,Champion
C02768,Anika,Agarwal,Male,Tamil Nadu,Self Employed,Premium,546541.96,88,11,136751.78,2,3,4,9,Loyal
C02769,Aditya,Singh,Female,Gujarat,Retired,Wealth,1489352.67,203,17,195669.89,1,4,4,9,Loyal
C02770,Diya,Mehta,Female,Uttar Pradesh,Freelancer,Corporate,587148.5,145,4,25691.49,2,1,1,4,At Risk
C02771,Riya,Malhotra,Female,Telangana,Retired,Retail,478900.62,163,14,102334.58,2,3,3,8,Loyal
C02772,Priya,Gupta,Female,Madhya Pradesh,Self Employed,Retail,629305.94,3,20,194225.76,4,4,4,12,Champion
C02775,Pooja,Kumar,Male,Maharashtra,Business Owner,Premium,864180.72,32,29,253988.31,4,4,4,12,Champion
C02776,Riya,Kumar,Male,Delhi,Salaried,Premium,1191595.54,28,18,143901.09,4,4,4,12,Champion
C02777,Kabir,Kulkarni,Female,Haryana,Freelancer,SME,1042413.92,135,3,10972.38,2,1,1,4,At Risk
C02778,Diya,Singh,Female,Chandigarh,Freelancer,SME,252000.0,23,6,63628.84,4,2,2,8,Loyal
C02780,Aadhya,Kapoor,Female,Maharashtra,Student,SME,2365562.93,72,16,122000.37,3,4,3,10,Champion
C02781,Sara,Patel,Female,Karnataka,Business Owner,SME,989453.75,256,8,32266.42,1,2,1,4,At Risk
C02782,Krishna,Reddy,Male,Maharashtra,Retired,Premium,645794.71,32,17,134399.95,4,4,3,11,Champion
C02783,Myra,Reddy,Female,Uttar Pradesh,Business Owner,Retail,871784.48,259,4,20448.7,1,1,1,3,Dormant
C02784,Ayaan,Iyer,Male,Maharashtra,Student,Retail,274243.58,92,6,87809.75,2,2,3,7,Potential Loyalist
C02786,Rahul,Kumar,Male,Gujarat,Self Employed,Premium,1353626.44,96,5,71313.61,2,1,2,5,At Risk
C02787,Krishna,Malhotra,Male,Maharashtra,Salaried,Premium,1035688.12,14,26,199289.2,4,4,4,12,Champion
C02789,Aditya,Nair,Female,Maharashtra,Freelancer,Retail,180000.0,212,9,180589.85,1,2,4,7,Potential Loyalist
C02791,Vivaan,Reddy,Female,Haryana,Self Employed,Retail,282041.32,9,28,290462.94,4,4,4,12,Champion
C02793,Myra,Nair,Male,Madhya Pradesh,Self Employed,Retail,356130.93,124,9,73524.24,2,2,2,6,Potential Loyalist
C02794,Reyansh,Bansal,Male,Maharashtra,Freelancer,Premium,1021324.54,76,13,95413.86,3,3,3,9,Loyal
C02795,Neha,Kapoor,Male,Chandigarh,Business Owner,Retail,521677.96,212,14,89188.47,1,3,3,7,Potential Loyalist
C02797,Arjun,Singh,Male,West Bengal,Salaried,Wealth,860172.6,296,5,41592.11,1,1,1,3,Dormant
C02798,Ayaan,Gupta,Female,Maharashtra,Salaried,Premium,907227.63,36,13,127503.89,3,3,3,9,Loyal
C02799,Amit,Jain,Male,Delhi,Retired,Retail,1250996.92,13,22,169383.16,4,4,4,12,Champion
C02800,Aditya,Gupta,Male,Haryana,Freelancer,SME,521598.25,758,7,61877.58,1,2,2,5,At Risk
C02801,Sara,Malhotra,Male,Uttar Pradesh,Student,Retail,928201.64,1,20,172470.2,4,4,4,12,Champion
C02802,Aadhya,Chopra,Male,Karnataka,Business Owner,Retail,737098.42,20,9,53916.08,4,2,2,8,Loyal
C02804,Karan,Mishra,Female,Kerala,Self Employed,Retail,527297.34,728,1,4094.08,1,1,1,3,Dormant
C02805,Aditya,Mehta,Male,Madhya Pradesh,Retired,Retail,373433.42,11,7,52583.31,4,2,2,8,Loyal
C02806,Sai,Sharma,Male,Kerala,Student,Corporate,1504588.71,345,8,60502.13,1,2,2,5,At Risk
C02807,Anika,Iyer,Male,Madhya Pradesh,Student,Corporate,1022502.43,19,4,52946.23,4,1,2,7,Potential Loyalist
C02808,Ira,Jain,Female,Madhya Pradesh,Retired,Wealth,1698620.07,54,13,110865.35,3,3,3,9,Loyal
C02809,Rahul,Mehta,Female,Telangana,Freelancer,Retail,231428.12,163,4,16501.33,2,1,1,4,At Risk
C02811,Sara,Joshi,Male,Maharashtra,Self Employed,Retail,488239.82,22,6,69505.66,4,2,2,8,Loyal
C02812,Sneha,Kulkarni,Male,Uttar Pradesh,Business Owner,Retail,573770.83,221,18,89881.18,1,4,3,8,Loyal
C02814,Diya,Kapoor,Female,Rajasthan,Freelancer,Retail,958977.3,226,5,87373.33,1,1,3,5,At Risk
C02815,Ishaan,Reddy,Female,Gujarat,Freelancer,Retail,303171.94,69,15,148732.75,3,4,4,11,Champion
C02818,Sai,Bansal,Female,Chandigarh,Salaried,SME,781335.25,17,17,140709.32,4,4,4,12,Champion
C02819,Neha,Verma,Male,Gujarat,Self Employed,Premium,588250.51,174,11,107740.52,2,3,3,8,Loyal
C02820,Priya,Chopra,Male,Madhya Pradesh,Retired,Retail,1023097.86,314,8,58752.15,1,2,2,5,At Risk
C02821,Amit,Patel,Male,Uttar Pradesh,Retired,Premium,324000.0,5,21,148442.37,4,4,4,12,Champion
C02823,Anaya,Chopra,Female,Delhi,Retired,Retail,451401.78,108,2,52638.2,2,1,2,5,At Risk
C02824,Sara,Iyer,Female,Chandigarh,Retired,SME,775520.14,80,12,222379.27,3,3,4,10,Champion
C02825,Aadhya,Singh,Male,West Bengal,Student,Retail,693619.45,128,14,157997.49,2,3,4,9,Loyal
C02826,Diya,Kumar,Female,Tamil Nadu,Self Employed,Retail,263610.4,79,14,77289.67,3,3,2,8,Loyal
C02827,Ira,Kumar,Male,West Bengal,Student,SME,1282416.46,5,6,15631.4,4,2,1,7,Potential Loyalist
C02828,Karan,Desai,Female,Tamil Nadu,Business Owner,Premium,521018.44,13,19,153359.27,4,4,4,12,Champion
C02829,Amit,Mishra,Female,Tamil Nadu,Student,SME,252000.0,222,6,103758.92,1,2,3,6,Potential Loyalist
C02830,Rahul,Desai,Male,Maharashtra,Self Employed,Retail,362267.48,36,21,192649.82,3,4,4,11,Champion
C02832,Rahul,Malhotra,Male,Tamil Nadu,Business Owner,Retail,180000.0,286,6,33510.21,1,2,1,4,At Risk
C02833,Ishaan,Jain,Female,Haryana,Salaried,Retail,551209.34,160,7,33735.17,2,2,1,5,At Risk
C02834,Ayaan,Reddy,Female,Uttar Pradesh,Student,Retail,1026652.41,2,8,43415.99,4,2,1,7,Potential Loyalist
C02835,Myra,Bansal,Female,Uttar Pradesh,Salaried,Premium,737038.33,37,4,45144.58,3,1,2,6,Potential Loyalist
C02836,Amit,Kumar,Male,Madhya Pradesh,Freelancer,Retail,595856.18,124,10,62100.71,2,3,2,7,Potential Loyalist
C02838,Rohan,Bansal,Female,Chandigarh,Business Owner,Premium,1278125.69,266,9,53744.77,1,2,2,5,At Risk
C02840,Aadhya,Jain,Male,Uttar Pradesh,Business Owner,Retail,275545.7,71,4,14872.62,3,1,1,5,At Risk
C02841,Pari,Patel,Male,Karnataka,Retired,SME,343612.95,101,6,35519.97,2,2,1,5,At Risk
C02842,Sneha,Reddy,Female,Tamil Nadu,Student,SME,1007664.38,114,21,281178.29,2,4,4,10,Champion
C02843,Neha,Jain,Female,Madhya Pradesh,Business Owner,Retail,396590.05,161,6,71977.07,2,2,2,6,Potential Loyalist
C02844,Vihaan,Chopra,Male,Delhi,Self Employed,Premium,504531.92,41,7,34297.05,3,2,1,6,Potential Loyalist
C02845,Pooja,Verma,Female,Madhya Pradesh,Freelancer,Retail,1174346.35,54,20,166171.88,3,4,4,11,Champion
C02846,Aadhya,Kulkarni,Male,Maharashtra,Salaried,Retail,581073.45,64,29,236455.03,3,4,4,11,Champion
C02847,Priya,Singh,Male,Chandigarh,Self Employed,SME,484656.2,322,5,17302.81,1,1,1,3,Dormant
C02848,Aarav,Sharma,Female,Rajasthan,Salaried,Retail,633070.77,42,5,70368.43,3,1,2,6,Potential Loyalist
C02849,Aarav,Chopra,Female,Maharashtra,Retired,Retail,314478.86,8,7,59734.26,4,2,2,8,Loyal
C02851,Karan,Malhotra,Male,Chandigarh,Freelancer,Retail,545657.27,10,10,107550.53,4,3,3,10,Champion
C02852,Pari,Bansal,Male,Kerala,Self Employed,Retail,502856.54,71,11,55357.17,3,3,2,8,Loyal
C02853,Neha,Jain,Male,Madhya Pradesh,Student,Retail,475565.99,108,4,11034.6,2,1,1,4,At Risk
C02857,Amit,Reddy,Female,Karnataka,Salaried,Retail,448497.88,19,12,76335.6,4,3,2,9,Loyal
C02858,Nisha,Patel,Male,Rajasthan,Student,Premium,1558600.09,47,4,19942.65,3,1,1,5,At Risk
C02859,Riya,Kumar,Female,Gujarat,Freelancer,Retail,388692.08,185,5,58856.99,2,1,2,5,At Risk
C02860,Krishna,Kumar,Female,Tamil Nadu,Retired,Premium,668033.3,37,25,352969.51,3,4,4,11,Champion
C02861,Krishna,Sharma,Male,Gujarat,Business Owner,SME,619270.83,62,5,30631.02,3,1,1,5,At Risk
C02862,Rohan,Bansal,Female,Telangana,Salaried,Retail,310901.6,53,17,114355.98,3,4,3,10,Champion
C02863,Karan,Reddy,Male,Uttar Pradesh,Freelancer,Premium,600426.68,131,22,160176.65,2,4,4,10,Champion
C02864,Priya,Verma,Female,Rajasthan,Freelancer,Retail,487387.1,114,15,142199.47,2,4,4,10,Champion
C02865,Aditya,Bansal,Female,Rajasthan,Salaried,Retail,864773.38,35,3,8971.56,3,1,1,5,At Risk
C02866,Kabir,Reddy,Female,Karnataka,Self Employed,SME,252000.0,264,7,26164.17,1,2,1,4,At Risk
C02867,Anaya,Gupta,Female,Rajasthan,Self Employed,Retail,276278.7,767,4,38939.76,1,1,1,3,Dormant
C02868,Arjun,Patel,Female,West Bengal,Freelancer,Corporate,879238.18,167,10,73475.44,2,3,2,7,Potential Loyalist
C02869,Vihaan,Bansal,Male,West Bengal,Freelancer,Retail,448695.99,97,15,109220.4,2,4,3,9,Loyal
C02870,Anaya,Kapoor,Male,Uttar Pradesh,Self Employed,Premium,1923919.65,3,13,81600.61,4,3,3,10,Champion
C02871,Karan,Agarwal,Female,Karnataka,Freelancer,Premium,1350631.57,111,11,138960.91,2,3,4,9,Loyal
C02873,Ishaan,Patel,Female,Tamil Nadu,Self Employed,Corporate,1763643.33,130,8,58451.85,2,2,2,6,Potential Loyalist
C02875,Krishna,Kulkarni,Female,Madhya Pradesh,Salaried,Retail,392557.05,36,4,12996.03,3,1,1,5,At Risk
C02876,Ira,Kulkarni,Male,Tamil Nadu,Freelancer,SME,780312.5,211,10,51462.34,1,3,2,6,Potential Loyalist
C02877,Vihaan,Bansal,Male,Chandigarh,Salaried,SME,602542.92,39,18,184122.71,3,4,4,11,Champion
C02878,Vivaan,Kapoor,Female,Gujarat,Business Owner,Premium,931952.05,106,9,61282.66,2,2,2,6,Potential Loyalist
C02879,Karan,Malhotra,Female,Haryana,Freelancer,Wealth,3255624.36,78,16,80130.77,3,4,2,9,Loyal
C02881,Karan,Gupta,Male,Madhya Pradesh,Salaried,Premium,664013.77,334,4,82546.06,1,1,3,5,At Risk
C02882,Pari,Verma,Female,Kerala,Freelancer,Corporate,791548.01,139,6,34131.86,2,2,1,5,At Risk
C02884,Pooja,Jain,Male,Tamil Nadu,Freelancer,Retail,648782.37,218,7,33704.19,1,2,1,4,At Risk
C02885,Kabir,Agarwal,Female,Maharashtra,Freelancer,Retail,451477.03,31,3,8286.44,4,1,1,6,Potential Loyalist
C02888,Krishna,Iyer,Female,Chandigarh,Business Owner,SME,1466126.82,258,3,11434.25,1,1,1,3,Dormant
C02889,Ira,Kumar,Male,Delhi,Student,Retail,180000.0,100,10,110937.18,2,3,3,8,Loyal
C02890,Arjun,Singh,Male,Telangana,Self Employed,Retail,286743.51,217,6,56926.94,1,2,2,5,At Risk
C02891,Diya,Kumar,Female,Haryana,Student,Retail,2203374.58,207,11,61084.35,1,3,2,6,Potential Loyalist
